10/01/2017 21:27:04,10/02/2017 13:35:33,998
10/02/2017 13:30:00,10/02/2017 13:31:00,1189
10/02/2017 13:31:00,10/03/2017 16:27:00,1189
10/02/2017 13:36:08,10/02/2017 17:15:58,1189
10/02/2017 13:43:06,10/02/2017 13:43:42,1221
10/02/2017 14:03:45,10/02/2017 16:25:22,1221
10/02/2017 16:23:08,10/02/2017 16:56:07,1012
10/02/2017 16:25:28,10/03/2017 12:29:42,1221
10/02/2017 16:53:43,10/02/2017 18:49:12,1185
10/02/2017 16:59:23,10/03/2017 12:15:40,1074
10/02/2017 17:02:47,10/02/2017 18:21:28,1092
10/02/2017 17:05:10,10/02/2017 18:16:01,1166
10/02/2017 17:10:17,10/02/2017 19:01:10,1193
10/02/2017 17:12:09,10/02/2017 18:48:57,1172
10/02/2017 17:16:00,10/02/2017 22:31:16,998
10/02/2017 17:16:35,10/02/2017 17:17:11,1069
10/02/2017 17:20:34,10/02/2017 17:20:57,1121
10/02/2017 17:30:00,10/03/2017 16:27:00,1146
10/02/2017 19:58:45,10/03/2017 12:47:27,1177
10/02/2017 20:12:40,10/02/2017 20:13:23,991
10/02/2017 22:31:19,10/02/2017 22:31:37,1177
10/02/2017 22:42:44,10/03/2017 13:22:32,933
10/02/2017 22:57:48,10/02/2017 22:58:07,1194
10/02/2017 23:41:59,10/03/2017 13:08:37,1193
10/03/2017 12:29:44,10/03/2017 13:16:34,948
10/03/2017 12:57:29,10/03/2017 13:16:35,1121
10/03/2017 13:14:00,10/03/2017 16:27:00,948
10/03/2017 13:22:00,10/03/2017 16:27:00,933
10/03/2017 15:03:00,10/03/2017 16:27:00,1121
10/03/2017 16:59:00,10/04/2017 16:23:00,1074
10/03/2017 16:59:56,10/03/2017 18:20:44,1092
10/03/2017 17:11:12,10/03/2017 18:29:43,1166
10/03/2017 17:11:37,10/03/2017 17:12:08,1189
10/03/2017 17:11:59,10/03/2017 17:12:28,1069
10/03/2017 17:12:37,10/03/2017 17:14:15,1189
10/03/2017 17:13:01,10/03/2017 18:49:23,1172
10/03/2017 17:14:18,10/04/2017 12:36:00,1189
10/03/2017 17:19:08,10/03/2017 22:56:28,1123
10/03/2017 17:21:00,10/04/2017 16:23:00,1014
10/03/2017 17:26:49,10/03/2017 21:51:35,1103
10/03/2017 17:27:35,10/03/2017 18:58:46,1121
10/03/2017 17:29:45,10/03/2017 19:09:15,1212
10/03/2017 17:56:10,10/03/2017 23:31:39,1004
10/03/2017 21:51:37,10/04/2017 02:05:32,1181
10/03/2017 21:56:29,10/04/2017 13:49:19,1038
10/03/2017 22:20:54,10/04/2017 12:52:50,1179
10/03/2017 22:36:02,10/03/2017 22:36:34,1137
10/03/2017 22:37:06,10/04/2017 12:33:51,1137
10/03/2017 22:55:00,10/04/2017 16:24:00,1034
10/03/2017 22:56:30,10/03/2017 22:56:56,1194
10/03/2017 23:03:53,10/03/2017 23:05:03,968
10/03/2017 23:05:24,10/04/2017 12:50:36,968
10/03/2017 23:09:06,10/04/2017 13:03:47,1121
10/03/2017 23:31:00,10/04/2017 16:19:00,1004
10/03/2017 23:43:24,10/03/2017 23:43:45,933
10/04/2017 00:23:40,10/04/2017 12:37:40,1074
10/04/2017 02:46:50,10/04/2017 02:46:51,876
10/04/2017 12:37:43,10/04/2017 12:38:05,905
10/04/2017 13:49:00,10/04/2017 16:24:00,1142
10/04/2017 14:18:02,10/04/2017 14:18:19,1034
10/04/2017 14:46:20,10/04/2017 15:27:13,1177
10/04/2017 15:19:26,10/04/2017 15:19:45,1193
10/04/2017 16:12:29,10/04/2017 16:12:47,1177
10/04/2017 16:24:40,10/04/2017 16:25:04,1004
10/04/2017 16:54:22,10/04/2017 19:24:37,1137
10/04/2017 16:59:55,10/04/2017 22:17:58,1193
10/04/2017 17:02:00,10/04/2017 23:38:00,1074
10/04/2017 17:02:45,10/04/2017 18:33:39,1177
10/04/2017 17:10:55,10/04/2017 18:00:51,1166
10/04/2017 17:25:12,10/05/2017 00:25:47,1069
10/04/2017 17:33:15,10/04/2017 22:34:10,1123
10/04/2017 17:35:47,10/04/2017 18:54:41,1121
10/04/2017 17:37:41,10/04/2017 18:20:02,1032
10/04/2017 18:43:00,10/05/2017 16:23:00,905
10/04/2017 18:53:00,10/06/2017 22:41:00,1179
10/04/2017 20:58:54,10/04/2017 22:11:05,1196
10/04/2017 22:07:46,10/04/2017 23:48:54,1102
10/04/2017 22:08:59,10/05/2017 13:50:02,1195
10/04/2017 22:11:09,10/05/2017 13:50:02,1196
10/04/2017 22:18:02,10/05/2017 12:26:11,1038
10/04/2017 22:29:23,10/05/2017 12:59:23,1137
10/04/2017 22:34:53,10/05/2017 00:15:35,1163
10/04/2017 22:42:25,10/04/2017 22:42:44,1194
10/04/2017 23:23:09,10/04/2017 23:23:27,998
10/04/2017 23:38:15,10/05/2017 01:53:59,1074
10/04/2017 23:49:01,10/05/2017 13:50:03,1102
10/05/2017 00:01:15,10/05/2017 12:56:55,976
10/05/2017 00:01:41,10/05/2017 12:38:28,1121
10/05/2017 00:25:50,10/05/2017 00:26:13,933
10/05/2017 00:59:25,10/05/2017 02:46:44,876
10/05/2017 13:14:42,10/05/2017 19:34:56,1034
10/05/2017 13:47:00,10/05/2017 16:23:00,1175
10/05/2017 13:50:00,10/05/2017 16:23:00,1142
10/05/2017 14:27:00,10/05/2017 16:23:00,1146
10/05/2017 15:19:00,10/05/2017 16:30:00,1175
10/05/2017 16:54:00,10/05/2017 22:14:00,1038
10/05/2017 16:55:00,10/06/2017 15:41:00,1137
10/05/2017 17:02:36,10/05/2017 17:02:56,1074
10/05/2017 22:03:00,10/06/2017 15:41:00,1163
10/05/2017 22:08:45,10/05/2017 22:09:10,1223
10/05/2017 22:14:38,10/05/2017 22:15:20,1034
10/05/2017 22:15:55,10/05/2017 22:16:18,1034
10/05/2017 22:16:00,10/06/2017 22:41:00,1034
10/05/2017 22:19:00,10/06/2017 15:41:00,1038
10/05/2017 22:26:00,10/06/2017 15:41:00,1195
10/05/2017 22:33:00,10/06/2017 15:41:00,876
10/05/2017 22:37:55,10/05/2017 22:38:27,1194
10/05/2017 22:39:13,10/05/2017 22:39:34,1107
10/05/2017 22:42:58,10/05/2017 22:43:16,1166
10/05/2017 23:00:29,10/05/2017 23:00:50,968
10/06/2017 02:00:24,10/06/2017 14:35:39,1107
10/06/2017 12:45:53,10/06/2017 12:46:14,1163
10/06/2017 14:35:00,10/06/2017 15:41:00,872
10/06/2017 14:53:42,10/06/2017 14:54:05,892
10/06/2017 16:51:13,10/06/2017 19:10:42,1137
10/06/2017 16:52:26,10/06/2017 18:48:12,1038
10/06/2017 16:59:54,10/06/2017 18:25:17,998
10/06/2017 17:04:29,10/06/2017 17:06:00,1074
10/06/2017 17:06:03,10/06/2017 21:40:50,1074
10/06/2017 17:08:29,10/06/2017 18:42:34,948
10/06/2017 17:09:11,10/06/2017 18:43:15,1028
10/06/2017 17:22:04,10/06/2017 20:04:50,933
10/06/2017 17:40:09,10/06/2017 19:01:25,1193
10/06/2017 21:19:16,10/06/2017 21:20:16,991
10/06/2017 21:40:52,10/09/2017 14:43:40,1223
10/06/2017 21:45:49,10/06/2017 21:49:14,1194
